,Unnamed: 0,name,date,stars,text,boaDate,boaText,source,product
142,142,alexandria q,01/06/2020,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I remember being young and naive, opening up my first debit card with Bank of America as a teenager. Excited as all get out. I've been with Bank of America for a long time--about 14 years. My parents have been with Bank of America for over 30, before it was even called that (they said it had a different name).

 

Growing up I was taught to trust adults, to believe what people say. As I have gotten older, my upbringing influenced my decision-making.

 

Last year, I opened up my first Business Checking account with Bank of America as well as an Account that I was told could earn my business Travel Awards. The idea of working my tail off and fighting to make my business a success, and feeling like my bank had my back felt like the true American Dream. I was going to make it happen. If I failed, I would try harder.

 

Late last year, a teller at a gas station intentionally did not give me back my card. She swiped it for the person behind me, and he stole it. I wasn't aware I didn't have it till I left, going to the bank to deposit checks. 

 

Within 10 minutes, I realized I didn't have it. It was too late. I had left my phone at home, and it took an eternity to get through Bank of America's automated system to get to an actual human being to freeze my card. By then, quite a sum had been spent. 

 

But Bank of America had me. The lady was calm and sweet on the phone as I sobbed. She was reassuring. 

 

The money was back within my account as a credit and a temporary card issued as well as a permanent within days. An investigation was opened in my county. I was so happy that Bank of America was willing to work with me to get my hard earned money back. I worked with them and the police as much as I could to track the person who stole my card down (who happened to be part of a crime ring, of course). 

 

Turns out justice isn't so just. I won't go into that part.

 

I budget my money on another app not connected to Bank of America, as theirs is inadequate for my needs. I keep receipts and log all my purchases to the ""T."" Routinely, I manually log and track and compute things by hand with calculator.

 

Up until my card got stolen, all my numbers matched. 

 

Afterward, money started to ""magically"" disappear from my account. I thought I was losing my mind. I spent countless hours rechecking my calculations, only to continue to get higher numbers in my accounts (I have multiple accounts). I went to Bank of America reps for help, only for them to tell me that it must have been a problem with my numbers or algorithms in the app. I believed them. God, why did I believe them?

 

By the end of November, I ended up have a discrepancy of almost $300, close to the amount that was stolen from my credit card. So, did Bank of America really cover me for my loses? Or did they lie to me? 

 

I decided to go to a specialist I trusted, and have her do an audit. I told her in faith, everything. I prayed. The audit started. 

 

Bank of America closed it within days and gave me no details. 

 

I was too overwhelmed to do anything. I just quit. I just let them have it at that point, praying to the heavens that this wouldn't happen again. I logged the huge account balance deficit, and fought my way through the hectic holidays.

 

Fast forward to yesterday. Minding my business, doing my business, I was manually logging bills again by hand and in the app. Everything matched. I breathed a massive sigh of relief and was about to go about my day.

 

And it happened. RIGHT BEFORE MY EYES. 

 

I watched as I switched screens in my banking app and my account balance dropped $30. Like. MAGIC. INSTANTLY. No transactions were made. No pending transactions. No transfers. NO-THING. 

 

I almost went nuts. Then you know what I realized?

 

A trillion dollar corporation cares less about you. I mean *laughs*, look at these automated responses on this page!! It's pathetic! All about appearance but it comes off as curt. They'll do what it takes to keep you and your money, even if it means lying--a crusty corrupt capitalistic corporation at its best.

 

*hand clap* I have to give it to you though... Well done Bank of America! You made it to the top! And if it isn't obvious to anyone who reads this review how you did it (and trust me it wasn't completely honest business practices) my God are they blind like I was. Almost all top dogs will always prey upon and sacrifice the weak. 

 

Power. At all cost. Money. At all costs. 

 

Business can be a beautiful thing if you keep in mind that people are behind it and a business works for people, not for the betterment of itself. A business should not be, and never ever should be a separate entity. Once you treat it like one, it becomes what you feed it: and you're feeding a monster.  </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",01/10/2020,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
143,143,Denis  K,12/30/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">BoA has some one of the worsts credit card in America with unavoidable interest on all their credit cards even if you dont have a balance. </div>]",,,bbb.org,credit card
144,144,MaxineP,12/27/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Bank of America has stolen funds from my account. After being on a call for over an Hour they stole my funds, after two representatives discussed the procedure and assured me that my account would receive a resolution. The worst part is I'm an educator who already makes little and for a multi-billion dollar corporation to lie and steal money from consumers is terrible. I spoke to an individual in the collection department and he assured me that once the claims department reopened my claim that when they gave me the final resolution if that entailed me paying any fees that I could make an arrangement with the overdraft collections department, but by the next day Bank of America went and stole my payroll funds from another account that is not linked to the account with the claim. That account that they stole money from belongs to my 15 yr old. Stealing money from the account of children is never a good sign. </div>]",,,bbb.org,
145,145,Margaret M,12/20/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">My wallet was stolen and over $4000 was charged at ******** and *************  I reported my card stolen both online and at the local branch.  Additionally I filed a police report.  They told me that they would investigate and then denied my claim saying my signature was used.  My signature was on my driver's license so of course they knew what it looked like.  I have called and appealed numerous times to no avail.  This is a horrible bank and I rue the day that I signed up for an ******* Airlines card with BoFa.  I am now going to file a complaint with the CFPB (who fined BoFa in 2014 millions of dollars for their unscrupulous practices) and the OCC.  If that doesn't work, I'll be filing a lawsuit in small claims court.  </div>]",,,bbb.org,
146,146,Anonymous,12/20/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">This is the most garbage bank in the country. Compared to most other banks like *****, it always takes no less than 30-45 minutes to get a hold of a customer service representative. I had a recent issue of paying off my credit card balance and then having an auto-pay trigger as well for the full amount that I owed. I've been working since the 3rd of this month to have that overpayment reversed to me. I've spoke 6 or 7 times with a rep, each one telling me something different. First they said the refund would hit my checking account in 2-5 business days. Then they told me the refund would take longer to review. I was promised that the end of the review period was December 19th, yesterday. Still nothing has appeared in my account. Deal with any other bank than BoA as they are inferior in every way possible compared to *****, ***********, or any other large bank. </div>]",,,bbb.org,credit card
147,147,Angelica B,12/18/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Their constantly charging a fee for a savings account you didn't want they charge more than any other bank and it's ridiculous </div>]",,,bbb.org,savings
148,148,Nataliya S,12/18/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">They terminated my accounts without providing me with a reason and without any notices. I was with this bank for twenty-one years, and was always a loyal customer. I went to the branch in downtown ***********************. </div>]",,,bbb.org,
149,149,Thomas W,12/13/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2""> Bank of America is an absolute scam. Overcharges dead accounts. Should be shut down by the ftc. </div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",01/07/2020,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
150,150,Holly B,12/11/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I've been with Bank of America as a credit card holder for some years now. Overall, my experience with them as a creditor has been typical, save for one aspect: their poor customer service when calling in. I was prompted to close my checking and savings accounts with them due to this issue, as the bank simply was unwilling to stand by me as a customer when I disputed a charge that I should have been compensated for based on the circumstances, and this very same issue with their service standards is now prompting me to cut all three of my cards and never use the accounts again. All I wanted done was to have all three cards on a matching billing cycle to make payments easier for me. For some strange reason, their customer service reps refused to do so. I called on various occasions during the year about it and received the same poor result-the reps refused to update my billing cycle on just one card. When I kept persisting as to why, the latest rep simply transferred me to the collections department, as if I had or was going to pay late, though the bill was not even close to being due and would assuredly be paid in full! This kind of assumption is simply sad and shows how they feel about the majority of their account holders-delinquencies waiting to happen. I promptly explained this is not a collections matter and was given more of the same run around by two other reps transferring me here and there, doing basically nothing to really solve the issue nor explaining the reasons behind why the request could not be satisfied in any way that could be described as excellent service, something I've too often heard their reps describe as their aim. Sadly, this excellent service is just puff and smoke, a dream. Asking for a simple billing cycle change is such a basic and elementary request. If BOA can't even get that right, what hope is there and when I may need their support in the future, can I count on it? I think not. Very poor for such a large bank in one of the wealthiest countries in the world. </div>]",,,bbb.org,savings
151,151,Kat W,12/10/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Terrible customer service - I have been lied to multiple times and mislead throughout an entire month long process. A representative deliberately twisted my words, claimed I was lying and/or uninformed several times, and was laughing during the process. She also failed to escalate my concern after I asked multiple times. They have no respect for loyalty from customers and change policy without notice or explanation and leave customers to eat the cost. Disgusting.</div>]",,,bbb.org,
152,152,Marc W,12/10/2019,2,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I had a BOA account for 19 years.  For the first 8 I never had issues.  I got a mortgage with them eventually with a line of credit (they offered to me) for a fixer upper.  I accepted so as to work on this house.  A few months into the 10 year line of credit they froze that account without giving any reason.  I contested it in writing with facts and it was reinstated without any type of notice.

THIS COMPANY WILL NEVER TAKE RESPONSIBILITY FOR ITS ACTIONS!  Look at their standard copy and paste robotic replies here! 

When you walk into a branch, you always wait in line before getting to a teller that obviously hates their job because I've never seen one smile.  I went to three different branches in one week last year with horrific service at each bank - long wait times, poorly staffed and uncaring employees.

I received a notice I would be transferred from their wealth management group to a more localized bank (actually the furthest from my home) and may incur new fees.  When I finally went to close my account I found a person with a smile as she desperately tried to save my account.  I said ""too late.""  Obviously this company keeps too
much money at the top by people who don't give a rats *** for the people who provide their plush way of life or their own employees.  May this bank crumble and burn.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/10/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,mortgage
153,153,Matt B,12/09/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Bank of America made me pay for a fraudulent purchase I did not make after my credit card was stolen. I was a customer of 16 years and provided proof I did not make the purchase.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">You can see by their comment, they don't care.</div>]",12/10/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,credit card
154,154,HZ C,12/06/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I have been a member of BoA for 22 years. 

Bank of America (BoA) staff mishandled and miscommunicated handlings of reimbursement of $10k+ owed to me. This involved 4 customer service representatives, two customer service managers and an AVP of customer service.

I requested reimbursement of funds mid November. I was told that I would have it within 2-5 business days to the bank account of my choosing.

9 days passed and the fund were not deposited in the designated bank account. I contact BoA and the customer service representative mentioned that I would not have it for two billing cycles because the first representative processed it incorrectly. I requested that it be fixed, as I needed fund for bills. They enrolled a manager, who then said it would be corrected and I would be have funds in 48 hours.

2 days later the funds were shown to be removed from BOA and sent somewhere but it was not in the designated bank account. I contacted the other bank a day later and they confirmed that BoA sent nothing. I emailed and called the customer service manager that was handling the matter and asked for him to confirm it went to the designated account and when I will have it. He said I should have it.

3 more days passed, I still did not have my funds from BoA in my designated bank account. I contact the manager again and he said he would look into it and ask the escalation team and get back to me but he would be able to tell me that day. So I called the customer service number and got another customer service representative and their manager to look into where my money went. They said it went to the designated account and should be there in 3 days, that the other manager did not expedite the reimbursement.

3 more days pass (20 days from my original request) and I still do not have my $10k+. I keep emailing and calling the customer service manager that was originally supposed to resolve it. After several attempts he finally emails me back and says that he's still waiting to hear from the escalation team. I ask him if he has tried to call that team, or if there is a supervisor he can get help from - I got no response.

At this point my other creditor's bills are starting to bounce. I decided to call the customer service number again because the manager was not providing the information I needed and had no sense of urgency on the matter.

Once I got a hold of another customer service representative, I explained the situation and that I had already filed 2 complaints, and that I need to speak with someone higher than the customer service manager that was not acting effectively. She went to send me right back to that same manager. I pushed to talk with someone higher. 

I finally got an AVP on the line, which told me that my funds left their bank 2 days after my second request, and was sent to a creditor other than the designated bank that BoA kept telling me on a recorded line and via email that my money would go to and went to. He said that I'd need to contact the creditor to get my funds back and that BoA did make some errors and it was a coaching opportunity for them. But basically, now they can't help me - I have to contact the creditor?!?

I look at the creditor account and no payment for $10k+ is made to my account. I call the creditor and they could not locate it off the bat. The money is in limbo. I have opened a service investigation ticket with the creditor and will not hear back for at least 2 days. In the meantime, steps I took to clean up my credit are now ruining my credit due to BoA's mis-handling/miscommunication, etc. 

This is more than a ""coaching opportunity"" for BoA. I have worked in finance for 20+ years (Credit Unions, Banks and Mortgage) and this is unacceptable. I will report them to every agency I can, as I am still currently out my $10k, they are no longer helping, and this should never happened in banking. 

</div>]",,,bbb.org,
155,155,Lori N,12/05/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">The Andover Bank of America provides no service. They never answer their phones. They have incompetent financial service reps who I had to teach to do things. I can't believe this bank has an A+ rating. BBB should investigate the horrible service they provide on top of the disasters they create for their consumers.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/05/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
156,156,Linda B,12/04/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">December 2

I made a business deposit at an ATM at 3:30 yesterday. The machine froze. I called the # on the machine (REMOVED BY BBB), was on hold for about 5 minutes, and gave the machine # (REMOVED BY BBB). I explained it was a business account and business checks. The machine was rebooted. I was told that the card may eject during the re-boot process (approximately 5 minutes), and was transferred to another customer service dept. while waiting. But, the card did not eject. I waited about 10 minutes, and the machine rebooted and was back online. However, ATM customer service had already transferred me to another customer service dept, so I left, as I was now late for an appointment. The appointment was to deliver my co-worker's donations to an animal shelter, and it was closing. 


I held for about 15 -20- minutes and I was told they were personal accounts and couldn't help me and transferred me to business customer service. The menu referenced ACH and nothing else, so I held, as I was driving. This wait was also about 20 minutes. This department verified my identity, told me they only handle back end ACH claims and said they would transfer me to business customer service. I asked if I would have to go through the same process of verifying identity (I was driving, so difficult) and they said I would not, and that I would not have to verify identity, and would be directly transferred.


Of course, this did not happen. After a 40 minute wait, someone came on the line, supposedly to help. But, at this point, I just arrived at the shelter appointment. I asked them to hold, because I could not start over again.


So, this person asked for my identify to be verified again, heard the story AGAIN, and told me they would submit the claim and a complaint on my behalf. Jeannie gave me the service request #: REMOVED BY BBB and told me to call REMOVED BY BBB to follow up on both the deposit and the card. She said these claims are expedited and taken seriously. She said she could re-issue the card, but there is a $15 fee that I would just need to call and dispute. Really? No thanks. I have spent more time on BoA's faulty equipment and incompetent personnel than on my own business today.

December 3


This morning, I received an email that there is a message on my account. This message said the issue was closed, but no detail. It said to call ************** for details. I called. They said they could not help with this type of claim. I have been on hold now for 17 minutes to REMOVED BY BBB. Seriously?!?!?!


I realize BoA is a large organization and does not care at all about my business, but this is truly unbelievable. Also, that ATM is out of commission about 50% of the time and should be replaced. I cannot wait to switch to another bank as soon as I have time. I have 2 personal accounts, one for 30 years) and two business accounts that process 2.5M a year, and I realize that is small to BoA, and that no one there cares. But I am a small, woman-owned business and 24 people count on these deposits to be paid.


Still on the phone after 36 minutes and have been told that no claim was filed. **** 


Was told the card would be re-issued and that the checks would be investigated within the next few days. I said that was unacceptable and needed to happen NOW. Supposedly, it is now expedited again and I should hear back. Can't believe I actually had to ask for it to be expedited. That should have been offered up front.


I said I don't believe I will hear back and was given the deposit specialist # to call if I don't. REMOVED BY BBB We'll see. I don't have high hopes.


If I ran my business the BoA does, I would be out of business. And, I may be driven out of business by BoA not depositing my checks and taking up 5 hours of my time for a machine that they should not even have in operation. About 50-75% of the time, when I go to that location, there is a repairman working on the ATM. I have tried going into the banking center and have been told to go the machine as it is faster and in a condescending way, told how to use the machine. 


So, BoA, do you have a recommendation for a good bank that cares about their small, women-owned businesses?

December 4
Well, here we are the next day, and still no resolution, as promised.  I am on a 29-minute hold with the deposit specialist line: REMOVED BY BBB.
Love that BoA advertises that they help women-owned business.  What a joke.
</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/10/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
157,157,paul H,12/03/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I ordered our Christmas online good Friday and cyber Monday so I could save some money. I used my Bank of America card and these crooks waited until Tuesday morning at 1am to send me an email telling me my card was declined because they were afraid it was fraud. I will never have any use for this company and how can you cancel transactions knowing people was ordering Christmas. if you were that concerned why didn't you call me Friday and ask was I using my card. I contacted customer service and it took them an hour to contact me back to let me know its there policy to cancel online orders and they couldn't change there policy. Good By Bank of America hello *********** ZERO percent interest for 1 year.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/05/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
158,158,Dorothy D,12/02/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I am 77 years old I have been with the Bank of America for 18 years. I am disabled and I am also on a fixed income. I receive a SSI check ($172.00 on the first) and and a Social Security disability check ($689.00 on the third). This is the only money that I receive once a month and this is my lively hood how I survive eat and pay my bills with this money. About 3 months ago I noticed that my account would always mysteriously overdraft at first I thought that it was just be not keeping track of my money until I watched my spending very closely and it still would overdraft. I called the bank a young lady took a look at my account and noticed that *Amazon Prime* would cause my account to overdraft and had been doing so for almost 7 months. She got me over to the dispute department I waited on hold for an hour and a half and a man picked up I repeated to him the problem and he said in a smart way ""you don't have an amazon account"" as if I were lying I again told him no I am 77 years old I have no clue what Amazon prime is he then said well I am going to get Amazon on the line and I need to hear them say it I said fine he then called Amazon on the other line and we waited about 15 mins for them to get on the line needless to say they could not find an account with my name they asked me a phone number and email address neither had worked. Someone had opened an account fraudulently with my bank card information I then asked Bank of Americas representative did he hear that and what was the next step. He however was not on the line he had transferred me over to Amazon and had hung up I was in disbelief how unprofessional and mean he was I then called bank of America back and was on hold yet another hour and a half. This time I spoke with a young lady she was very nice gave me numbers and let me know I had been out of $202 including $12.99 every month for 6 months and $124.00 in overdraft fees and assured me that she let me know she would dispute these transactions for me and would get me my funds back to me I was thankful. I was giving my money back and went on with life as I knew. On 11/26 I got a letter in the mail that said these charges where in fact authorized and that they would deduct $90.93 from my account on 11/29 including any other transactions associated with this dispute I couldn't believe that they told me I opened this account when I in fact did not and was sure I ""proved"" that to them by calling Amazon. I then immediately called them and let them know again that they were NOT authorized the lady on the phone let me know that she would reopen the case and everything would be fine. On 12/1 I called to check my balance because my nurse would be coming to take me the grocery store and my account was negative -$17.32. Bank of America had token my SSI (which by the way is against the law to be touched) they had take $12.99 6 times had $105.00 on hold $2.50 (overdraft fees) I was so hurt and confused I called the bank on 11/30 and a man had let me know that the $12.99 transactions would take some time I would have to talk to the dispute department on Monday 12/2
But I would get my money back today 12/2. I woke up this morning no money still negative I called the bank again dispute department she was very rude and told me that it would take 45 days and there was nothing that they could do about it I let them know that I was 77years old on disability and I have been a customer for almost 2 decades still nothing still I let them know these transaction where in fact unauthorized and I shouldn't having nothing left to survive with after I pay bills still 45 days I then asked to speak with supervisor she was very snotty and let me know that he would tell me the same thing in fact he did till me the same thing but let me know it could go quicker if they wanted but nothing more the fact that I have been with them so long I should be treated with more dignity and respect nothing he then told me that he would transfer me to a specialist and they could help me on the overdraft fee portion I said fine he then transferred me and the operator told me that my call could not be completed and hung up. I don't know what else to do from here I will be reaching out for legal help they have token my whole Social Security check and is holding it hostage for something I did not authorize. I asked my granddaughter to write this and post it everywhere and keep it up until they fix this.

</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/10/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
159,159,EJR,11/30/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Their customer service gave me false information in regards to a payment I had made using their app. They told me no such issues were going to prevent the payment from being applied, even though for over a week they had not deducted the payment. My personal bank said there was no such attempt to deduct a payment from Bank of America. The next day Bank of America charged my a return check fee, but could not give me a reason as to why. My personal bank account had more than enough funds for the payment and again after calling my bank they said no such attempt from Bank of America was made for the payment. 

I was told by Bank of America there was nothing they would be willing to do about the fee. They refused to take any blame or investigate why their website and iPhone app were saying payments were being accepted but then being reversed. I have no recourse of action because my personal bank has no record of the payment being attempted to be deducted from my bank account and Bank of America refuses to tell my anything other than they will charge me a fee. 

Their customer service will not tell you the truth or be knowledgeable enough to do anything other than tell you what you can see on the website yourself. 

They simply charge you a fee after not being truthful and steal your money without any remorse. 
</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/05/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
160,160,Des T,11/28/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">They closed my account for no reason. Before, I had an account with my dad, which someone took over and deposited fake checks, and they blamed me, tho they opened a new account for just me. I got scammed for $90 and they denied my claim. They closed account for ""business reasons"" but said I can open a new one. When I went in to open a new one, the banker wouldn't request the note to not open an account, even when the risk department advocates for me, the bankers are unhelpful.</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/05/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,
161,161,Amanda E,11/26/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2""> to If I could give them ZERO stars I certainly would. Deposited a check that they are holding for TWO WEEKS even though the money has cleared the other account Bank of America is HOLDING MY MONEY From 11/22/2019 to 12/4/2019. I am unable to pay my mortgage or buy groceries for my family. Bank of America is by FAR the work bank EVER. I cant wait for this check to clear so I am able to cancel the account. Disgusting Bank of America</div>, <div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.</div>]",12/05/2019,"Thank you for sharing your experience. At Bank of America, we're focused on providing exceptional client experience to our customers. Your feedback helps us continually work toward that goal.",bbb.org,mortgage
162,162,MoF,11/21/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">I wish I could leave a 0 star review...I highly encourage people from using credit cards with Bank of America. I paid off my balance with this credit card multiple times before and was not charged interest. When I pay off other credit cards, I am not charged interest. Bank of America charged me interest over a balance paid... they claim it is on page 2 of the Terms and Conditions and that I should have called to check that if paying the full balance was correct to NOT incur interest charges! What company does that? 

I am considering filing an official complaint with BBB but I hope this review will help others from choosing to move forward with using Bank of America.  I have never felt so disrespected as a valued card member for over 4 years that the team could not waive the charges which would be the ethical thing to do. </div>]",,,bbb.org,credit card
163,163,Dennis M,11/21/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">System and staff is in adequate/incompetent. Recently I added a new bank account number online withdraw funds from. I transposed a number on my bank account number. I was alerted with email that there was an issue. The ""bill pay center"" was froze, when I went online to fix the issue. I made a phone call to fix the issue, thought it was fixed. I even made a payment over the phone to pay the balance, thinking this would work for the moment. Later I received and email saying this one did not go through, (issue was supposed to have been fixed already). Once again I was on the phone with long waiting times to fix the issue again. After voicing my frustrations, I was given the option to pay over the phone again, which I did. I was hung up on at least once, was transferred it extensions that didn't exist. I became more frightened when I saw a credit inquiry on my credit report, clearly from bank of America. I pushed the issue quite hard, and was told that I would have to contact a specialist in regards to that. A few days I the inquiry was removed days later. They did well when I ask them to remove the in returned fee and finance charge. Needless to say I closed the account as soon as I could. 
My comments to the CEO train your people to run a tight ship, the customer service was awful (ie,, being transferred from one department to the next. No one actually heard my complaint. The phone system is woefully inadequate. I was with this company for 15 years and really didn't have any major issues until this. </div>]",,,bbb.org,
164,164,Cody  H,11/21/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">There's a reason so many people have issues with BOA. I wont go into details of the awful 1 hour long phone call but this isn't my first bad experience. Possibly the worst customer service I have ever experienced. Please use a different bank. I am switching and I do not recommend anyone use this joke of a bank.</div>]",,,bbb.org,
165,165,shane d,11/20/2019,1,"[<div class=""MuiTypography-root Text-sc-12c66pm-0 fgbKlJ MuiTypography-body2"">As a US Army combat veteran I am offended of how I been treated. I will never have an account with bank of america ever again HORRIBLE experience. I had a bank account and credit card with them. I use to use my credit card all the time and PAID THE BALANCE IN FULL every month to boost my credit. I eventually got my balance to $5000 a month which was good and easy. Now here is where the issue comes in I had a balance of 4500 dollars one month and didnt use it for over two months which the next month I made 3 payments of 1500 dollars to clear the balance. Then the next month i get a bill for 4500 dollars I called and I  asked why am I being charged this I just recently paid this and cleared the balance and THEIR EXCUSE was they are PREVIOUS CHARGES I tried to explain I haven't used my card in over 3 months and cleared the previous balance . They did not care at all nor did they try and assist me in trying to solve this issue . They are just trying to strong arm me into paying another 4500 dollars. Long story short I closed my accounts with them and have been disputing them for years now because every month they change the balance about 1 to 2 dollars so it hits your credit It dropped me from an 840 credit score to a 514 just for 1 credit card. I Disputed them with the credit bureaus which they said i was correct but all it did was change my account limit from 5k to 2900 which now hit my credit saying im spending and maxing over my limit which hit my credit even harder. I disputed another time  which was told i have to prove to them i dont owe the money which i cant because i closed my account right after all this happened. Rather then them prove to me  i owe them money BEWARE SHADY PRACTICES STRONG ARM YOU TO PAY MORE AND WILL RUIN YOUR CREDIT DELIBERATELY AND CONSISTENTLY  WILL NEVER GO THROUGH BANK OF AMERICA EVER AGAIN</div>]",,,bbb.org,credit card
