,name,date,stars,text,boaDate,boaText,source
69,Megan Peterson,11/12/2020,1,This bank is the literal worstThis bank is the literal worst.  The collective $13 a month they charge for maintenence fees IS RIDICULOUS.  What are you maintaining?  Nothing.  I deposited a check yesterday and it still hasn\u0027t posted.  I\u0027ve been on hold so long I literally fell asleep. This bank is absolute trash.  The check in waiting on is to fix my car.  I need it now.  I am trying to access my own f@$#\u0026ng money.  This isn\u0027t the first time either.  I\u0027ve had to wait a week and a half for my paycheck also.  The atm machines always jam up when I\u0027m depositing cash and one time even ate my card the night after the machine kept my card so long during a jam that my car actually died and required a jump start.  DO NOT BANK HERE!!,,,trustpilot.com
70,Lavern Young,11/11/2020,1,This bank is the epitome of a predatory…This bank is the epitome of a predatory bank. They are in it for themselves. They design their processes for the consumer to fail. Avoid them at all costs.,,,trustpilot.com
71,Eric Woodward,11/10/2020,1,I have been a customer for over 30…I have been a customer for over 30 years.  I made an error setting up my automatic payment and consequently ended up with a 30 day late on my credit.  I called Bank of America no less than 9 times to try to have the one 30 day late removed from my credit.  I got the run around time and time again.  I will be taking my 6 accounts somewhere else.  Bank of America SUCKS!,,,trustpilot.com
72,Jamie Hansen,11/10/2020,1,They don\u0027t care about you or your businessI had a business account with Bank of America for the past 15 year. Now with COVID taking a hit with my business income I am unable to maintain the required amount in the account to avoid their account fees. I called customer service and they don\u0027t care. I told them that I will need to find another bank that does not charge fees. They said go ahead. I will now be closing all my accounts with them and moving on to another bank. I think its so sad for Bank of america to put a $16 fee over a long lasting customer that has been hit with large loses from COVID.,,,trustpilot.com
73,FRED DUBOSE,11/10/2020,1,"Hello everyoneHello everyone.  Getting ready to leave boa and i coundnt be happier. I bank with other banks as well, boa gives me the most hell,with nsf fees.  I thought it was just me till i started monitoring wat i had  in the bank,and how much they were stealing from me. Yesterday i tried to move funds over from account to account,and the mobile app stopped working....its funny how it stops working,when its time for them to get thier nsf fees. Im complaining cause its not rite how boa fixes thier system so it only works in thier favor.  Then when you call in and ask for a manager, they put you on the phone with another associate sittingin the next cubicle, thats how they did me today,11/10/20,Texas location, then again i dont know if it was Texas cause they lie so much about thier names and bs numbers. I know cause the lady i talked to today,used the same number as someone else that was a man,the last time i talked to someone, with the same number. The same thing happened to me last weekend thier app mysteriously stopped working.  A good smile and a nice hello is out dated,now a days,we need businesses to deliver, the product they are advertising. Boa is not doing this and this is why you are considered to be the worse bank in America.  Thanks boa in texas for nothing, im sure u wont send a survey to my email this time. I hope your employees have other jobs lined up ,cause at this rate,your company wont be in existence for very long. The last thing i would like to add is this.....boa...can 1 person teach everyone how to talk to the people that call in? I knew more than both of the people i talked to today,i had more insight than they both had as well, its not good when the callers knows boa s job,better than they do. I feel like this is a bank for kids savings accounts, but when you come into grown up funds,you need a grown up bank. Good luck if u reading this ,i hope you make a positive decision on your next choice for your, or your business, banking needs.",,,trustpilot.com
74,David Nichols,11/10/2020,1,"I wanted to get an emergency money…I wanted to get an emergency money transfer so I could pay my rent. I was hung up on five different times. I was red flagged two times I went into a branch spoke with the branch mgr. They lifted the block on my account told me wester union would contact me within 3 hrs. When they didn\u0027t , I called back they hung up on me I called back waited on hold an hour and ten minutes then I was told my account was flagged again. I was put on hold again the someone got on the line and asked what I needed. As I was explaining I was hung up on. I was jumped in 03 I was beat with a pipe till my head was crushed. I was helivact to a neurological center put into a comma cause my brain was swelling and had a titanium plate put into my head. I would rather go through that horrific incident two more times than to deal with bank of (satan) america, ever ever ever again. If any of you rotten people from that institution read this I want you to know my experience with you was a nightmare and I will pray for your downfall as often as I can. B of a. You suck! You are rated the worst bank in america for for a reason. You earned it. I just can express enough how much I loathe you. 🖕",,,trustpilot.com
75,Elle Woods,11/08/2020,1,"Horrible customer service!!Horrible customer service!!! Even though I am a Preferred Member, there was no real person that I can reach out to when I have an issue with my purchases. Their automated phone service is disgusting and outdated. The machine seemed to be deaf and does not understand it when I say \u0022customer service\u0022. I can not easily find the phone number to call on their customer portal, I had to Google \u0022how to speak to a real person BOA\u0022. The whole process sucks and wasted half an hour of my time. If you treat your customers like this no one will want to bank with you. Fix your outdated website, I cannot easily set up AutoPay without literally calling someone about what to do. Try setting up AutoPay yourself and you will see what I mean.",,,trustpilot.com
76,Melissa Anderson,11/07/2020,1,"On hold for over 2 HOURS…I have been on hold for over 2 HOURS the past two days, while transferring to the claims dept. I have had to hang up before I reached anyone.",,,trustpilot.com
77,Robin,11/06/2020,1,"After at least twenty years of banking…After at least twenty years of banking with them, I will be closing all accounts I have with Bank of America. They have proven more than once that even if you’re a platinum preferred member, they do NOT care about you as a customer and they certainly DON’T have your back as their slogan says they do!",,,trustpilot.com
78,Clarence Harris,11/06/2020,1,THIS BANK IS A TRUE PIECE OF DOO DOO IF THERE NOT MAKING MONEY OFF YOU AN YOUR USING ALL OF THERE AMENITIES TO THE BEST OF YOU ABILITIES THERE GONNA CLOSE YOUR ACCOUNT THIS BANK AIN\u0027T SH?? F U CRACKERTHESE F NING PEOPLE CLOSED MY ACCOUNT BECAUSE I USED THERE ASS INSTEAD OF THEM USING ME AN MY BLK ASS HAD TO GO WITH NO REASON GIVEN F THIS BANK. F THESE HON???,,,trustpilot.com
79,Sande May,11/04/2020,1,After 21 years with this bank I\u0027m…After 21 years with this bank I\u0027m finally getting rid of them. They are the worst bank ever. Such a bunch of crooked people work there. Good riddance to bad rubbish.,,,trustpilot.com
80,BIZ LOAN BANKERS,11/04/2020,5,"Small Business LoanOne of the best bank to work with,World class training and you can learn a lot quickly,I started my own loan agency after gained few years of experience bizloanbankers dot com",,,trustpilot.com
81,David Maxim,11/03/2020,1,"For startersFor starters, I got my stimulus check in the mail. No big deal. Just deposit it at the ATM right? Wrong. I deposit it, then after a little while the money suddenly disappears. The bank later sends me a letter in the mail with a copy of my check, not the original check but a copy. What do I do with this I wonder. Anyways, call customer service and the lady tersely tells me that because the check had two names on it they couldn\u0027t cash it. Mind you she was totally rude and didn\u0027t offer any help or other information. That was two months ago - I mailed the copy of the check to my third party whose name was also on the check. He obviously had no idea what to do with it, and why would he? Anyways, I gave up on that endeavor and accepted that I wouldn\u0027t be getting my $1200 stimulus money. Just gone. But it gets better. On October 29 I saw my account go from 600ish to 0. Calling \u0022customer service\u0022 I got a non answer of \u0022that\u0027s from your state\u0022. Wha? Anyways, I did some research on Google and called again. This time I got a \u0022response\u0022 about it\u0027s from this and this number. Apparently something about the CA Franchise Tax board. Now I know CA is a sleazy state that will happily take your money if it can, but in this case I don\u0027t blame CA, I blame BoA. This is clearly a fraudulent transaction from some shady third party. But BoA never gave me the option to dispute the transaction nor were they any help on the phone. I would call again but I\u0027m sure I\u0027ll hit another brick wall. I\u0027m not going to dignify them with my time. They were already rude twice, I\u0027d just be proving myself to be a fool if I called them again and tried to resolve",,,trustpilot.com
82,Vendie,11/02/2020,1,"3-4 HOURS LEFT ON HOLDit’s already been approximately 4 weeks since I filed my claim. I’ve been calling once a week to check the status of my claim, EVERY TIME I CALL I GET PUT ON HOLD FOR 3-4 hours, waiting on the call listening to the same ringtone. Let alone I always call during the morning because I have things to do during the rest of my day, everytime I call Bank of America it ruins my plans for the rest of the day because of how long this damn hold is, like I have things to do and places to go! Nobody should ever have to wait 3-4 hours to receive information on their claim . These “associates” inform me the approximate days I will be receiving my money and each time they’ve been wrong .. highly disappointed with this bank .",,,trustpilot.com
83,John Accardi,11/01/2020,1,"I\u0027ve had all my business accounts with…I\u0027ve had all my business accounts with Bank of America for years but I\u0027m finally going to switch...I just can\u0027t take the terrible customer service, super long wait times, and endless call transfers anymore.",,,trustpilot.com
84,Mike Ponter,11/01/2020,1,"We emigrated to the US 22 years ago…We emigrated to the US 22 years ago legally and B of A was our second Bank we dealt with, and they were fine, but we went to MN where there was no B of A but then they opened up there and we set up an account with them, a very bad mistake.  What a pathetic Bank to work with, but today we dumped them, withdrew our funds, and will go somewhere else.  It was only a secondry bank for us, but we could not put up with all their bad admin and attitude, though we have never owed then a penny.",,,trustpilot.com
85,Marisol Perez,10/30/2020,1,"I called corporate customer service to…I called corporate customer service to complain because bank (East Longmeadow, MA)  should\u0027ve been open and there was no workers  inside  the bank and no notice was posted that bank was closed.  Customer service confirmed  bank should be open and they called and got no answer. Not the first time this has happened. Switching to another bank.",,,trustpilot.com
86,Duane Hudson,10/29/2020,2,Do not interfere with this bankDo not interfere with this bank,,,trustpilot.com
87,Terry Manier,10/29/2020,1,"This bank is a joke they can close your…This bank is a joke they can close your account at any time they see the I have over $5,000 in the bank and they close the account without warning without notice just closed it out and then when you tried to use your card to find out fraudulent car is what it said call them up they wouldn\u0027t even give a reason why they close the account and they come to find out they\u0027re not even FDIC insured now I know why this bank has changed its name so many times it ain\u0027t because of my credit score my credit score is almost 800",,,trustpilot.com
88,Rita Wickwire,10/29/2020,1,Bank of the heartless…I have been unemployed since covid started I finally got my back pay from unemployment just in time I took my check to the bank they told me half would be released the following day and half wpuld be available on the 28th they lied I called the following day when my account was still in the negative they told me the full amount would not be available till the 31st I got my eviction notice 2 days ago I called the bank back this morning telling them I could show proof all around where I got this money and they still gave me the same story inwas on the phone for an hour waiting for the manager I was already speaking to the supervisor of the first sweet lady I spoke with and when I went above the suspervisor he placed me on hold for a lobg time came back said he was still waiting on a manager to be available put me back on hold and 5 mins later after a little over an hour they hung up on me I will never again bank with this establishment I am going to be homeless me and my 4 children on Friday and this bank is so heartless they have held my entire check till the day after I have to get out of my home,,,trustpilot.com
89,HMC,10/28/2020,1,Holding my money while I\u0027m paying interest.I deposited a check from my personal Heloc account from another bank.\nBank of America is holding the check for 10 days.\nthe check was cleared on my other bank on the second day.\nso paying interest on the money while BofA is holding \nmy money.\ncalled spoke with customer services they  said nothing can be done.\nI\u0027m changing bank after 19 years.,,,trustpilot.com
90,Pam Engstrom,10/28/2020,1,"Every time I try to log-in it won\u0027t accept my passwordEvery time I try to log-in it won\u0027t accept my password.  I go through all the hoops and sometimes it works, sometimes it doesn\u0027t.  Day after day I go through this.  Then I give up and call the CS number on the card and wait forever to talk to someone who I can barely hear or understand.  If I didn\u0027t have such a good credit limit, I would have cancelled the account a long time ago.",,,trustpilot.com
91,Ronnie West,10/27/2020,1,"Its time to move on from this bankIts time to move on from this bank, the branch on Morse rd columbus ohio and Customer service on the phone is the worst, I was transferred 5 times before my call was drop by mistake (right) If I cant get good branch or over the phone customer what is the point on having a business and personal account, its to many other banks out here that will take care of their customer...if I could do zero star I would",,,trustpilot.com
92,Sara Cauler-Moore,10/27/2020,1,"Got scammed by MyMovingChanges.com by…Got scammed by MyMovingChanges.com by their website that looks just like the Post Office Website.  Scam company charged me $79.95 \u0022to change my address\u0022.  Called Bank of America immediately to get this charge cancelled and was told I would have to wait for it to post to dispute it.  Company took 2 months to review my case and then recharge the scam amount (twice because they were being sloppy).  5 minutes on Google would have shown the company was a Scam, as I said on day one.  No protection from scammers = no business from me.",,,trustpilot.com
93,Guy,10/27/2020,1,"Why....over 10+ hours total of waiting on the phone to deal with a claim problem that should\u0027ve been solved 2 weeks ago. Basically in July I had some fraud problems that amounted in $3000 being taken from my account, I dealt with it then and it was resolved, but now in October, it was suddenly taken back out of my account claiming that it wasn\u0027t fraud. After 4 hours on the phone, they promised that I would get that money back, but two weeks later nothing happened, now I have to spend more and more time on hold listening to the same god dang song for 6 hours. I need to pay my rent, and allowing a customer to lose $3000 and lie to them about it coming back is inexcusable.\n\nEDIT: Also in many of my attempts to call them, they end the phone call on their end while I\u0027m still on hold after waiting for over an hour and a half.\n\nUPDATE: They still haven\u0027t given me my money back, these people don\u0027t care about their customers. I have been trying to call them EVERY day, and they end my call before I can get in contact with anyone after wasting 3+ hours of my time waiting. I have other stuff to do in my day and having to waste my time on hold with a bank that promised to fix a problem weeks ago and still hasn\u0027t is just awful customer service. The second I get this money(assuming they ever actually let me speak to anyone), I am taking it somewhere else.\n\nUPDATE 2: After waiting for FOUR HOURS on the phone, I got a hold of someone, heard their voice for two seconds and then was hung up on after getting an automated message stating \u0022this inbox is full.\u0022 Glad to find out I just wasted most of my day on a phone call that amounted to nothing, really cool. This is the type of service you get with them",,,trustpilot.com
94,Gabriela Herrera,10/24/2020,1,"Im called today for information about…Im called today for information about my account, answered noemi, im explained to her my questions, inmediatly she start to fight, she not let me talk, she has bad actitud, im not understand how hiring this kind the people, the phone service is trash, im not recommended, better ask for supervisor not talk whit employees is really really really really 👎 👎 👎 👎 👎.",,,trustpilot.com
95,Adrian Wainstein,10/23/2020,1,check depositthey stopped allowing some of your check deposit to be available with no warning.,,,trustpilot.com
96,Fab,10/23/2020,1,awful customer service!!!!awful customer service!!!!,,,trustpilot.com
97,Michelle Perez,10/23/2020,1,"I\u0027ve been waiting almost 3 months to…I\u0027ve been waiting almost 3 months to get my last name changed....3 MONTHS .. and every time I call they say they are behind give them more time, well guess what thats totally unacceptable. I sent every thing they needed in aug and we are almost in nov.  get better people if they are that slow and don\u0027t know what they are doing. they tell me to go in and do it.. well when you close all the branches next to me and I work the same time the banks are open , how can I??. I get the run around every time I call. I\u0027ll be switching banks in 2021 best believe that...",,,trustpilot.com
98,cindy patino,10/20/2020,1,"what happened to this bankwhat recourse does the consumer do when up against big business.  put a stop payment on a check because of difficulty with the merchant.  The bank put the check through anyway  now it\u0027s my responsibility to right this wrong.  Where do I begin?  open for suggestions any help would be appreciated. could go on and on,  be aware  they are squeezing the little guy",,,trustpilot.com
99,Deborah Newson,10/19/2020,1,Standing on the teller line is…toooo longStanding on the teller line is ridiculous. On 149th street in the Bronx. Two tellers there and only one is actually seeing customers. People waiting on lines outside and they only allow three at a time. Been waiting for over 40 minutes outside and another 30 inside. Such a long wait. Disgusting.,,,trustpilot.com
100,JoNica Griffin,10/16/2020,1,Can never sign online bankingCan never sign online banking. It has been very disappointing from August 2020 to present 10/16/2020. When we go to the bank physically they are closed with absolutely NO customer communication. I have had it,,,trustpilot.com
101,Ngel,10/16/2020,1,BOA is the worst bank I ever bank with…BOA is the worst bank I ever bank with I open a checking account online. after opening the account I made a $200 deposit and deposit money when I can because of COVID-19 I wasn’t working but still make deposit so I went to login and my account was locked try to charge my password and it didn’t work so I call customer service they told me BOA closed my account without any explanation why... I wouldn’t recommend this bank to anyone . what they did to me wasn’t call for and didn’t send am email telling me that the account was closed this is the worst bank in the US....,,,trustpilot.com
102,Ashur Khan,10/15/2020,1,"FraudOn June 8th, 2020 there were two unauthorized charges on my Bank of America account. One charge was for $57.55 from MenuStar, a company that doesn\u0027t even service my area, and the other was from DoorDash for a restaurant named Buona, where I\u0027ve never eaten in my life, for $36.12. I called the company within a couple of days, and by June 9th, there was a credit on my account for these two charges and a fraud investigation had been started. My card was canceled and a new card was sent out to me. On July 8th, 2020 the credits were reversed. The company sent me a letter telling me that the orders from these services came from my device and that they match my previous account activity. I reached out to DoorDash who confirmed this was fraud, and they refunded me $36.12. I also contacted MenuStar who confirmed that the transaction was fraud, but all they need is for BOA to reach out to them notifying them that a fraud claim was submitted. The bank doesn\u0027t want to contact the vendor for some reason, and therefore I\u0027m stuck with the amount of $57.55. I am still in possession of the card that was used, so I was not negligent in any way. Somehow these criminals got a hold of my card, and I don\u0027t want to finance their food or lifestyle. Bank of America needs to make this right. They have a $0 liability guarantee which should be applied in this scenario. I get an e-mail from Vernon White who never answers his phone or returns my calls to confirm my complaint with the CFPB. This avoidance is totally unethical and a way for BOA to work around the CFPB. At this point this is impacting my credit score, and it\u0027s not okay. I contacted the fraud department and asked to speak with a manager, and they said someone would call me, and it has almost been a week and no phone call. AVOID BOA! Tell your friends and family to avoid them at all costs. They are thieves.",,,trustpilot.com
103,Kenneth Orr,10/15/2020,1,"Horrible.  Everything about BofA is bad.Horrible.  They are flat out thieves.  They effectively stole $1000 from my account after an atm failed to dispense cash that they say was withdrawn.  The branch would not help, and the phone line hangs up after being on hold for 60 minutes.  Had to file a complaint with the CFPB just to get them to initiate an investigation, which they did not conduct in good faith. \n There were cameras everywhere, so they know I didn\u0027t receive any money, but they refuse to pay the claim.  When I filed the claim, they indicated that if they had not completed their investigation of the claim within 10 days, they would credit my account provisionally while it was resolved.  They confirmed this with a letter indicating that the funds would be available in my account within 2 days.  They failed to properly investigate, failed to provide the provisional credit, and no follow-up to explain why the claim was not paid or the credit provided.  They are shady!",,,trustpilot.com
104,george huang,10/14/2020,1,A long long waiting timeThe service is terrible. I waited more than 46 minutes just for a simple question. They really don\u0027t care about us. It seems our time is not time.  I will never bank with Bank of America any more.,,,trustpilot.com
105,Noor Hussain Shah,10/14/2020,1,BOA customer service phone…BOA customer service phone 1800-832-1000 is complete SHAM and Hoax. I dialed this number three times today. When you dial the number it comes with the message \u0022Enter the number for the person you want to reach\u0022 without providing directory. After three tries it hangs up. Am I suppose to know their F... directory? I have filed a complaint with BBB and very pissed off.,,,trustpilot.com
106,Lily Gao,10/13/2020,1,"Very bad customer serviceAfter we refinanced with another bank for a lower interest rate recently, Bank of America inactivated our account online right away before refunds us a couple thousand dollars from our escrow, and we have no way to verify the correct balance! The only way to contact them is the 1800 number which is very very hard to reach anyone. Worst yet, it sent us a letter  asking the mortgage payment! We had never encountered any mortgage company like Bank of America. Never ever use it again!",,,trustpilot.com
107,Jennifer,10/13/2020,1,When covid first set me back I cashed…When covid first set me back I cashed in some stocks and deposited my T.D. Ameritrade check to make up the difference. B of A chose to put a 10 day hold on my Brokerage check. Really? \nSo many auto payments were returned and each was a charge of 35.00. Each bill collecter also charged me 30.00 for return as well as 30.00 late fee. Often they then attempted to redeposit . So each. 30.00 payment cost me over 150.00 before the actual debt was even paid. My account has been short since. Playing catch up was a nightmare. I finally had a friend help me out and I deposited that extra check only to find it too was going to be held 10 days. The same scenario. I attempted to reach someone to fix it but was told that is how it is. Even when. The check clears I must wait the ten days.\nThey closed one of two branches here. The only branch open is way downtown with shorter hours than before. The line are horrendous due to all the unemployment monies going through Bof A. The only bofa atms are also connected to this building. I did not need this extra stress during this already trying time. The extra money set aside for.emergencies was stolen by the banks sudden need to hold my deposits. I am not a new customer. Until this situation I had never had a problem with them. My credit is destroyed. I am going to sue you bofa no joke!,,,trustpilot.com
108,Lisa Denise Collins,10/11/2020,1,WORST CUSTOMER SERVICE EVER OVER THEWORST CUSTOMER SERVICE EVER OVER THE.  They force closed without my knowledge and now I cannot access MY OWE MONEY.  I was at the grocery store and  could not ever by groceries how embarrassing.   On hold with them for 1 hour only to be told that I would have to wait for check.  Once I push push now I have to talk to special department that’s only open  Monday - Friday.   No empathy for my situation or fact of me having to feed my kids,,,trustpilot.com
109,Charles Lilley,10/11/2020,1,"BofA is a disgraceBofA is a disgrace. Their Customer Service Department is managed and staffed by individuals that are incapable of listening nor accepting workable solutions to existing problems. Case in point, fraud was discovered and reported on my credit card, their solution simply close the account. When informed I am departing Tuesday morning for two weeks on the road, use the card for gas, hotel, food...I am told in essence tough luck the card needs to be closed. When presented with the suggestion that let’s keep the card open and you can text or call to confirm each transaction I am told it must be closed. When I requested to speak with her manager I was told that he, or she, was not available and that she will send me a new card. When I once again explained I am departing early Tuesday morning and will be on the road, she said no problem they can send the replacement card to the address I will be at. For real, is she insane or just plain stupid. I explained, I have no set itinerary and no idea of where I will be, sorry for that, then we will send it to your home address, in essence what she really wanted to suggest is delay your trip for three days so we can send you a new card......my solution, close the account. Unbeknownst to her our corporate bank accounts, employee credit cards will be terminated Tuesday morning. In business, relationships, customer service, listening to the needs of our clients, developing mutually satisfactory solutions, dictates our success, it’s why we are in business, serve the needs of our customers, apparently not at BofA.",,,trustpilot.com
110,pinta made,10/10/2020,1,"this is the worst bank experience I…this is the worst bank experience I have had, These people are extremely rude  and don\u0027t care about there customers.  Called the customer service number and was treated like I was a piece of crap. I spoke to 3 representatives and they all had the same tone. Lashenae was the last  representative I spoke to and was the worst.. they do not listen and only hear what they want to hear. Shame on you Bank Of America and Lashenae your customer service representing you!",,,trustpilot.com
111,James,10/09/2020,1,"I would give ZERO stars if I couldI would give ZERO stars if I could! I have been waiting for 5 weeks (including 6+ hours on the phone and more time online) and still cannot just get a single statement of my escrow account (they ended my online access to my account info on the same day I paid off my mortgage). I hope that they have not stolen money from me, but have no way to be sure, as they will not give me the simple thing I have been requesting--my Escrow Analysis Statement--which they emailed me was available by logging into my account--which they will not give me access to. I have even filed a complaint with the Better Business Bureau to try and get them to do something that would literally take them 1 minute to provide. Don\u0027t bank with BOA, as they do not care about their customers. Making me spend probably 10 hours trying to get a simple statement (that already exists) is unfair, and terrible business practice. If I can avoid dealing with BOA forever, that would be great, but they keep buying my mortgages and I have no choice. RUN!",,,trustpilot.com
112,Catherine Greco,10/09/2020,1,33 years with BOA Had a problem with…33 years with BOA Had a problem with cash app square and scammers they got 2345 out of my bank account unauthorized and BOA gave it back but decided in the middle of the night to take it back with no explanation the only thing I can  Think of is that they work together with cash app and square because I did not authorize this payment   I feel like after 33 years Bank Of America is no better than cash app or square the criminals they take your money in the middle the night and they don’t even tell you no explanation saying that I had enough relationship with cash app when I used it three times excepted money from my brother three times that’s it within a month but I had a relationship with this company no I have no relationship with this company you need to give me back my money this is not right these people were scammers they legally took my money out of my bank account and you’re supposed to be protecting it you didn’t protect my money after 33 years and I have no claims I file one claim and you treat me like this beware of people do not use Bank of America find a different bank to go to they treat their customers like crap they care more about their money than they do their customers  and the Representive Holly O’Neill thanks a lot take my money in the middle of the night never even told me why you’re a lot of help you are a lady  liars they say they’re gonna put their money back put my money back in my bank there’s no claim file today you’re just liars Bank Of America you’re a liar how terrible what kind of company are you,,,trustpilot.com
113,travis,10/09/2020,1,"-000.....10/6/20-000.....10/6/20, $61.00 dollars was stolen from my account, by the recovery dept, without my consent. I need those funds refunded back into my account, the only individual that is authorized to make transactions is me. I called several times on 10/6/20 spoke with two supervisors neither wanted to assist me with a refund, still waiting on their supervisor to call me. Csr stated this bill is from a past account that was closed out with a $95.00, balance, though I was never informed of the balance when I started this account a few months ago, nor did i sign any agreement allowing your recovery dept to take my hard earned money without my permisson, and if is in writing its obviously in print that the human cant see.  Please refund my account and have the recovery dept contact me with differenent sceneiros on how we can resolve this matter, like they would normally do if they did not have access to my account, I am still going through a financial crisis right now, every dollar I obtain has his name written on some bill that is a  necessity during this pandemic, with family and myself to support the recovery dept is violating my rights by not leaving anything in my bank to support my family and I, nor was i warned in advance that money would be taken from my account, not caring if money was taken from my account that it may cause more hardship in which it did. My powerbill was scheduled for cutoff 10/6.  I  explained to the supervisors of bank of america and they didnt care they may not be racist but they are not customer appbut they dont appreciate thei needed the power on because i had my grandkids and the billion dolllar bank of america recovery dept humilated me by stealing my last dollars to my name to benefit their gain and i called 10/7 and 10/8 and they still denounced my intentions, but they allowed payment arrangements for $35 remainder after $61 was stolen allegedly,billion dollar bank been robbing old people off overdraft fees and taxes and interest for years..Please refund my account asap before a simple situation get out of hand social media ready, My 5000 facebook friends tag eachother, and share info. Never been a snitch nor will I allow a greedy billion dollar company to abuse their power, Bank of America collections dept drafted $60 from my account to halfway satisfy an year old bill that I knew nothing about causing my grandkids and myself to file complaints and limit their usage,$60 was the only dollars to my name, things hapen but dont punish that customer because of the pandemic and lack of knowledge of banks policies and rules.  Legal Assistance always a plus BUT MAKING SURE I NOTIFY AS MANY OF MY PEOPLE WILLING TO READ OR LISTEN TO A PETTY SITUATION \u0022BANK OF AMERICA VIOLATED SENIOR CUSTOMER RIGHTS TO ADVANCE BANKS WEALTH\u0022 bank of america does not care about their consumers during a financial hardship, the first supervisor I spoke with  in Phoenix got me out of character because he showed no love for kids covid i explained, mother and grandmothers death during time of account closed beginning of year. I a supervisor doesnt have common sense what good is he??/Drastic times Drastic measures. hard earned money in a bank that shows customer no remorse for a man that is maintaining through a financial storm but world collasped when his lightbill money was stolen by his own money gurus through a hidden department, without informing me of their procedures nor their actions, leaving the customer being treated more of a enemy than a friend......their fine line rules or rights gains protection when they are not explained during hiring process, but wont utilize bank of america allows one dept to take from the other dept, without the customers consent, touchy situation when its your account they playing with.  Police have made it \u0022Legal to Kill\u0022, and \u0022Bank of America\u0022 have made it \u0022Legal to Steal\u0022.  Now they using offset as their albi to make the poor even poorer and banks of america even richer....they couldve allowed me credit refund or something, and i poured out my heart to the supervisors, yea they humilated me, hurt me and hurt the grands daughters because they wasnt able to stay with me because bank of america decided to have another dept steal money from a loyal customers life savings not allowing me to pay my power bill from which, my services were suspended, if it wasnt enough to just humilate me they wouldnt even let me speak to supervisor on 10/8/20 at 7:52pm csr rep said supervisors were about to go home and didnt want to take any calls at with 10 min remaining, and I told them this can be avoided but they didnt take the call, so it showed that they really didnt car. I explained to them I still need my money returened to my account, and i pray this doesnt cause my stress to weigh on my hear attacking my mind....",,,trustpilot.com
114,Could B Anybody,10/02/2020,1,"Appointment InsanityI been banking at BOA for 30 years. I lost my debit credit card whilst stranded away from home. I went in to the Carson City Nevada Branch at 3:00 PM October 1st 2020 . This Branch was completely vacant of patrons. as I stood alone at the teller line alone, three tellers were doing other tasks. after a few minutes one teller who was partnered with another waved me to come over. the teller asked may I help you? I said I lost my visa debit card.  the teller said how may I help you?. again, I said I just lost my visa debit card expecting her to know what to do. she said I would have to make an appointment or get one online. I looked around and said really? I need a temporary card just like I have before. she said you cant get a temporary credit card. i said again its a visa debit card. she repeated the appointment thing. I left with no card. this experience felt EXTREMLY  impersonal and left me with the feeling I was not even welcome there, and NOTHING was offered as a solution. BOA and their appointment policy appeared to be Completely INSANE, Ludicrous, Un-reasonable under the circumstances of that empty bank. perhaps BOA needs less patrons?",,,trustpilot.com
115,Glenn Smith,10/01/2020,1,I am truly disappointed with bank of…I am truly disappointed with bank of america.tgey are closing our local banks.leaving us to go find another.if this don\u0027t change.i will,,,trustpilot.com
116,Chinmayee Shah,10/01/2020,1,"They will take your money \u0022in error\u0022, and not credit it for weeksBoFA keeps deducting our mortgage payment twice every month, in error. We have to spend hours with customer service over multiple calls, who keep promising us that the error will be fixed, before it is finally escalated and the charge made in error is reversed. Having a system glitch once, I understand. How can you have the same system glitch another month? And how do you not escalate the issue the first time when we are talking about a few thousand dollars every month that you wrongly took from us? How do you not get it fixed immediately when it is your error?\n\nWe had a mortgage with Wells Fargo before we refinanced with BoFA and our experience with Wells Fargo was so much better. Bank of America really needs to step up its software and system.\n\nBoFA\u0027s software and customer service is really terrible. We had a person we could contact for any mortgage related issues in Wells Fargo, but at BoFA, you are stuck with their automated customer service which can put you on hold for hours. The worst customer service and experience I have had so far.",,,trustpilot.com
