,name,date,rating,text,product,source,gender,incident_month,incident_day,geod,count,weekday
429,andy,2014-05-02,4,"Honestly, this is a fairly decent savings account. The interest is not very high, but it is extremely easy to transfer between my savings and checking account. I also like that Bank of America offers rounding up on my checking account, with the keep the change feature going directly to my savings account. My only problem with the account is that they require a minimum of $50 be in the account at all times or the bank will fine you. To me that is crazy, because if I want to spend all my money I have in my savings account, I should be able to do that.",Bank of America Savings & CDs,wallethub.com,male,5,2,430,1,4
430,Jacqueline,2020-05-03,4,I’m glad I have this card. The cash back is a wonderful offer and I use it often. This card stays in my wallet. I’m happy with this card,Bank of America Credit Cards,wallethub.com,female,5,3,431,1,6
431,marianne,2020-05-01,5,I only carry and use this card when my AmExp card isn't accepted. I keep it as a backup card. I don't use it as frequently as I do my AmExp card.,Bank of America Credit Cards,wallethub.com,female,5,1,432,1,4
432,Jerrold,2020-05-01,4,3% cash back on restaurants. 1% on all other purchases. No annual fee. Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxzzzzzzzzzzzzzzzzzzzzzzzzzzzz,Bank of America Credit Cards,wallethub.com,male,5,1,433,1,4
433,Maryam,2020-04-30,5,"It's was an easy process upon application approval. It's a lot of cash, back stores to shop if you want to earn extra money on your spending limited",Bank of America Credit Cards,wallethub.com,female,4,30,434,1,3
434,Kool Breez,2020-04-30,1,Why doesn't the rating go lower than one star? Because that is what the AAA Bank Of America card is. They simply can't make it work. Every place it keeps getting declined because of some glitch or the other which Bank of America can't fix. Useless customer service.,Bank of America Credit Cards,wallethub.com,male,4,30,435,1,3
435,dmitriy,2020-04-30,5,"Great rewards , Easy bank accessibility!!!! Highly recommend, best bank too go with , never had any issues in my lifetime of banking with Bank of America",Bank of America Credit Cards,wallethub.com,male,4,30,436,1,3
436,Joyce Schlosser,2020-04-29,1,"I have an IRA CD with Bank of America for 10 Years. It matured today. They would not give me any rates until. They said I had seven days after maturity to make my decision. However, I made a decision quickly with limited info this morning. After checking with other banks and being able to receive a much high rate, I wanted to make a change. They refused. It was the same day. Do not obtain an IRA or CD from Bank of America. They are awful!!!!!!!",Bank of America Investments,wallethub.com,female,4,29,437,1,2
437,Phillip,2020-04-29,3,Good card. Their website is a bit harder to follow. They have good 0% balance transfer options from time to time. They could have better rewards.,Bank of America Credit Cards,wallethub.com,male,4,29,438,1,2
438,Frederick Powell,2020-04-28,5,A great credit card to have from a major bank. Bank of America handle all my family financial needs. This is a great card to improve your credit score.,Bank of America Credit Cards,wallethub.com,male,4,28,439,1,1
439,kevpp27,2020-04-28,1,"I have been a customer since 1992. The fees at BOA are higher than many other institutions, but we chose them as we assume they had all the systems and expertise we would even need. We submitted a Paycheck Protection Program loan application that sat in their queue for longer than the funding lasted, two and a half weeks. All of our information was correct but never made it to the SBA. Later they confirmed that yes our application was fine, but sorry the SBA isn't accepting applications. If they couldn't process my application, they should not have accepted it. That is what many small banks are doing. BOA damaged the prospects of my firm and didn't represent us at all when it matter most. Any bank can service us when things are great. When things go wrong, that is when having a Bank work with you is most important. My recommendation is to find a smaller local bank where you can talk to the principles as need arises. At Bank of America, you can barely get time with their front line people in times of need, and you have zero chance of speaking to someone more senior. We will be closing our accounts with Bank of America once we get passed this mess. I would not be investing in BOA at this point as I know others feel similarly disappointed and disgusted with them.",Bank of America Business Services,wallethub.com,,4,28,440,1,1
440,flyingnow2001,2020-08-24,2,Screwed my credit rating. I had a Bank of America credit card I don’t often use. One day I decided to use it to prevent them from closing the credit line as often happens. After never getting a bill several months later I get notification from one of the credit monitoring companies stating I had a bad report after 25 years of great credit. I always get a paper bill but it never arrived. I guess they enrolled me in paperless without telling me. Kind of a low blow because i know if it was USAA they would have contacted me before sending a late report!,Bank of America Credit Cards,wallethub.com,,8,24,441,1,0
441,Bernard,2020-08-24,2,I am writing this only because you insist on me writing 130 characters in order to submit this card. I believe that writing 130 characters is ridiculous.,Bank of America Credit Cards,wallethub.com,male,8,24,442,1,0
442,Marj,2020-08-21,5,"My Bank of America Mastercard has worked fine. I have successfully used the reward miles in the past. Because I have more miles accumulated on another card, I may convert my miles to 'cash back' on this card.",Bank of America Credit Cards,wallethub.com,female,8,21,443,1,4
443,Victoria,2020-08-19,4,Good card. Bank very responsive. No issues using card. Good support from bank re any issues encountered. Would recommend this card.,Bank of America Credit Cards,wallethub.com,female,8,19,444,1,2
444,stuartb421,2020-08-18,1,So prior to the 2008 financial meltdown my wife and I use to be faithful customers to BoA for over 10 years. Since the gov't bail out of financial institutions we have noted the online customer service has declined to new lows as it is virtually impossible to get a person on line through their automated system. Of course do not forget the 30-60 minute wait time. This is all because I have an automated mortgage payment that was set up prior to the mess and just recently received a bill in the mail indicating that I need to make the mortgage payment due to an upgrade on their system. AAARRRGGGHHH! This is my problem because as they clearly indicate if payment is not received by such date there will be a late fee charged to the account. Needless to say we need to add a late fee for their aggravation and lack of service.,Bank of America Mortgages,wallethub.com,,8,18,445,1,1
445,FRANK R,2020-08-17,2,"Have this cc for a Lonnnnng Time, 17+years. Was OK then, there are much better cards out there now. You would think BOA would step up their perks for long time customers with this card. But no... So it's a sock drawer card...",Bank of America Credit Cards,wallethub.com,male,8,17,446,1,0
446,linscottphoto,2020-08-17,1,"Why so mean and grumpy all the time? It doesn't matter which branch we've tried. This bank is the least accommodating, helpful, welcoming and useful. Yes, we are a small account and rarely have more than $20k on deposit but, really? We are in the process of moving our business account to another institution even with all the hassle of notifying autodraft accounts and getting signatures. Enough is enough!",Bank of America Checking,wallethub.com,,8,17,447,1,0
447,pannwetzler,2020-08-17,1,"Last November got a car loan through BOA at 7.5% have been a Platinum Customer with the bank for 20 years. Last month contacted a credit union and was given 3.5% on a car loan due to excellent credit score. Needless to say Loan was switched over to credit union and BOA lost out. Cancelled all credit card, closed savings and checking account and took ALL my banking business to OBee Credit Union that offered better service, higher rates on savings and checking account, better credit card rates and over all was a much better place to leave my money. BOA has grown so BIG that even trying to talk to someone is a hassle and time consuming just trying to get past the ROBO operator and then being put on hold 20-30 minutes. This is Bank does not value it's customers time or care about helping you better your finances.",Bank of America Car Loans,wallethub.com,,8,17,448,1,0
448,Sumayah Forde,2020-08-15,1,On two occasions Bank Of America has held money and this money you can’t find it on your statement online when you call they act like they don’t know anything about it and when you call call back for fraud they hang up on you yet the first time it happened immediately that same day at night the money was deposited into my accountNow they mess with a bill that I had negotiated with the company to pay the company never received the money yet the money was taken out of my account a warning anyone who wants to invest do not put your money in Bank of America unless you have a sharp eye To always watch your account.,Bank of America Checking,wallethub.com,female,8,15,449,1,5
449,Luis,2020-08-15,1,"I have the worse experience with BOA, I have a secured credit card with them , I opened the credit card with 2500 deposit , they told me “ it’s great for rebuilding credit” according to what they said that after 12 months they will give my deposit back ( 2500 ) . It’s a lie , they keep your money no matter what. It has been 26 months since I got the secured card , I asked them twice to give me my deposit back . No luck .I went from from 584 FICO score to 670 during this time period (2 years ) I have been making all my payments on time , I have a discover card with 10000 dollars spending limit among other cards with stellar payment history according to Equifax 682 ; TransUnion 665 ; and Experian 660 . I have been rebuilding my credit for 2 years now , I don’t understand if they have this secured card program to give people chances to do the right thing , why BOA have to be so tough and denied my graduation from secured to unsecured credit card ; and don’t give the money back ( 2500 ) on top of it.Disgusting.",Bank of America Credit Cards,wallethub.com,male,8,15,450,1,5
450,Vic Alexander,2019-10-10,1,"AAA credit card company closed my card without notice after I reported fraudulent charges and refused to pay me over $1,500 in AAA dollars that I had earned. They claimed that they had the right to keep my money because they closed the account without notice.",Bank of America Credit Cards,wallethub.com,male,10,10,451,1,3
451,Patricia Roberts,2019-10-10,1,You have to know the ins and outs of going in to branch for deposits minus holds. The atm teller is worthless. Working hard at finding a local bank to begin business with. BOA,Bank of America Business Services,wallethub.com,female,10,10,452,1,3
452,dominick vecchio,2019-10-09,1,"This bank is run by children trying to be adults. They do not do full disclosure and are anti truth in lending. Stay clear of this incompetent, usurious Bank!!!!!!",Bank of America Home Equity,wallethub.com,male,10,9,453,1,2
453,Laura Uhly,2019-10-09,1,"So frustrating! NOT WORTH IT and a WASTE OF TIME. The restrictions on mileage use makes it impossible to actually book a flight. The mileage chart is completely misleading! For example, my husband and I were booking a flight from Plattsburgh to Panama City. On the chart, this is a Zone 3, for which I had enough miles for us to both go one way. However, as this flight stops in Fort Lauderdale, it is considered a ""multi-city trip,"" in which you can't use your miles. This should be blacked out on the chart so people realize that it's not even an option! Plus, when booking separately (Plattsburgh to Fort Lauderdale and then Fort Lauderdale to Panama City), the miles used increases dramatically, as they are two different flights. Additionally, the ""miles needed"" online always listed the miles during Peak Season, which was inaccurate according to the dates listed on the chart. Finally, the website is frequently down and/or difficult to navigate and actually speaking to someone on the phone is a 20 minute process. DO NOT FALL FOR THIS SCAM!",Bank of America Credit Cards,wallethub.com,female,10,9,454,1,2
454,Natalie Poole,2019-10-07,1,"Worst bank ever! Only one teller at all branches. Currently have 6 people in front of me and so far the customer that is currently being served has taken 7 mins so far and still counting, so you do the math. I will be in line for a long time.",Bank of America Business Services,wallethub.com,female,10,7,455,1,0
455,lutheria_n_peters,2019-10-06,1,"On Oct 6 2019, asked why my late fee was not part on my 800 dollar ? payment and why the late fee was being carried forward. The response was you are late and I can’t help you. I tried to file a complaint, the next agent said you are late and the can’t help. I tried to write a post on Google about the agents I spoke to in Arkansas but all the banks in that area have low ratings—-this returning to my point that a customer can’t get quality help bc customer service reps emphasize illogical information and the computer system is set up to be punitive and not help to the customer at all. For example, I tried to file a complaint and was unable",Bank of America Credit Cards,wallethub.com,,10,6,456,1,6
456,terrya_thomas,2019-10-01,2,"I have been a Bank of America customer for 23 years. I have purchased houses through them besides having a checking account and line of credit. Others told me to leave Bank of America when they pulled out of east Tennessee, there is probably not a Bank of America within 150 miles of me. I refused as I said Bank of America has stood with me through thick and thin. However, I was notified that my line of credit was cancelled because I missed three monthly payments on the line of credit. I informed the representative that I had no notice that they were not receiving payments. We have had some medical issues in my family recently. I was just told it will never be reinstated and I have high 800 credit. Leave and find a bank that works like they did 10 or 20 years ago.",Bank of America Checking,wallethub.com,,10,1,457,1,1
457,Mary Beth H,2019-09-30,1,Left the organization because I did not agree with their business practices. They did not mesh well with my values and I felt uncomfortable doing business here. I found that it's important to research a bank beyond its interest rates and offers.,Bank of America Checking,wallethub.com,female,9,30,458,1,0
458,larondixon,2019-09-26,1,First off the lady that helped me was wonderful now with that being said I deposited a check from a local loan company. The lady told me they would put a hold on it for two days. The money has now been put on hold untill next week ok but there is a problem with that. My roof was going to get fixed this weekend but now I don't have the money to get it fixed. All they said was sorry and now I can't get my deposit back and the company wont be able to come back until the end of October. I hope it don't rain,Bank of America Business Services,wallethub.com,,9,26,459,1,3
459,sandra mares,2019-09-23,1,"They claim to care about their customers......TOTAL LIE! I had been with them for a very long time, but, after seeing this total fraud action, I am in the process of closing my account. I had an unauthorized transaction, which I disputed and the gentlemen asked if i needed something else, I said yes, and mentioned a transaction for checks I ordered on Sept. 11 (had funds there), and the bank (like we all know how banks do their tricks) processed, credited, and processed again, and the account was hit (b/c of that unauthorized transaction) and charged OD fee. He confirmed and assured it would automatically be credited b/c i had the funds available and also it was caused b/c of the unauthorized transaction......oh, and remember, all calls are recorded....yaaaaah, they only use it at THEIR convenience......Monday, spoke to a manager, and I told him to check his recording and since he said that and confirmed and assured, I should be given that refund, and he kept going around in circles avoiding that request, and at the end I simply asked if he was going to help me because if not, I was closing my account because they use at their convenience everything that they say and do, and he kept going around in circles, and he kept going at it, until I said you know what I don't want to talk to you, and I will be just be closing this account, and hung up......this is RIDICULOUS! You need to start using your own rules for everything, and ACTUALLY USE YOUR RECORDING FOR SITUATIONS LIKE THIS.....YOU FRAUUUD!",Bank of America Checking,wallethub.com,female,9,23,460,1,0
460,Ji Dragan,2012-07-03,4,"I have had this card for almost a year, and I really think it is a good first card for students. It is very easy to use. It is also very easy to quickly pay your credit card statements electronically. You can buy groceries using your credit card, and when you get home, pay for them immediately, especially if you have a Bank of America checking account. This feature allows one to keep track of the amount that adds up on the card more systematically, instead of paying a bill once a month, keeping track of payment dates, and keeping track of spending over the course of an extended period of time. The only confusing aspect of this credit card is the rewards, I am still unsure how rewards are acquired and redeemed, but I didn't chose this card for this feature.",Bank of America Credit Cards,wallethub.com,male,7,3,461,1,1
461,Merilyn Primes,2012-07-03,3,"I didn't really have a credit history so I decided to give this a try. Surprisingly, the terms are ok if you just pay within the 25 day grace period. Otherwise like other posters have commented the fees are going to get crazy. Treat any credit card, including this one, as if it was a debit card, making sure to only spend what you can pay off, and you will be on your way to living a sane financial life and having a lot less worry overall about your finances. I honestly don't have any real issues with this card, it's a simple card meant to build your credit and get you in the habit of paying it off on time. If you don't have a stable income or way to pay off your balance, don't get a credit card until you can save up a cash cushion, at least in my opinion. I've banked with Bank of America since forever and it's definitely convenient and a safer alternative to cash to carry around. (Pay off your balance on time! It'll save you so many headaches, any potential new card-holders! There are minimum interest fees, late fees, all this crazy stuff. There is no grace period of not getting charged interest for any of the cash advance or similar things, either!) Take care!",Bank of America Credit Cards,wallethub.com,female,7,3,462,1,1
462,Tam Europe,2012-07-03,5,I have been using this card since my freshman year in college. I am now a graduate student. I got this card because I wanted an easy way to increase my credit score through a credit card. I keep the limit low ($1000) and use it mainly in online purchases to keep my debit card safe. It was actually tied to my xbox account which was hacked and the card was charged multiple times from that account. I contacted the support and the charges were rescinded immediately and I received a new card within a few days. I always pay off my monthly statement so I incur no penalties or interest fees. Being able to pay off the credit card through my bank account is super easy and convenient. I would definitely recommend this card to any students looking to get their credit score up.,Bank of America Credit Cards,wallethub.com,male,7,3,463,1,1
463,Yurel Cooke,2012-07-03,4,"My parents suggested that I should sign up for rewards cards for students when I started college. They thought it would be helpful in giving me discipline as I begin my adult life. Boy were they right. The interest rate is alright unless you get caught up in penalties. That's when you get in trouble. It becomes beyond outrageous. I use to get a lot of cash advances to help me with simple purchases. I quickly stopped when I saw the interest rate that was attached to it. Overall, this card is good for young people who will do the right thing and keep their hands out of the penalty zone.",Bank of America Credit Cards,wallethub.com,male,7,3,464,1,1
464,Yuette Szewc,2012-07-03,5,"I have had this Bank of America card since I was 18 years old, I'm 26 now, it was my first credit card. It was called a Clout card back then, Bank of America bought them out a few years ago. My experience with this card has been overall pretty good. It came with a high interest rate of about 22%. I've developed good credit and over time, Bank of America has extended my credit limit several times. I've called to try and get the interest rate lowered, but they declined to do so. Other than the interest rate, this has been a really great card that has gotten me through some tough times.",Bank of America Credit Cards,wallethub.com,female,7,3,465,1,1
465,Faye Marandola,2012-07-03,5,"I have had this card for a little over a year, and I'm very happy with it. My mortgage was sold to Bank of America, and that provides an extra benefit, of a sort. When I accrue my cash back bonus, I apply it to my mortgage as an extra payment. This is a fantastic benefit!I especially like that the card offers a larger percentage back on gas because I commute 24 miles to work each way. I have an extremely efficient vehicle, but I fuel up once a week now that I commute, and every penny back adds up.I refuse to shop at WalMart, so unlike some other reviewers, I do not get the benefit of the extra ""grocery"" purchase on any and all purchases from this mega-retailer, but I'm okay with that. Now that I'm aware of that, I will check into the possibility that that works for Super Target or our regional equivalent, Meijer.I have had no problems with the card, and I'm basically satisfied with it. When traveling outside of the country, I use a different card that has a lower fee for processing a foreign currency exchange, but in the States, it's my go-to card.",Bank of America Credit Cards,wallethub.com,female,7,3,466,1,1
466,Fern Mather,2012-07-03,5,"This credit card was the 2nd one that I had ever applied for. I had used Bank of America as my banking company for over 5 years but I had yet to set up a credit card through the company. My credit rating was rated as ""Poor"" at the time so I figured I didn't even have a chance of getting this card. Fortunately for me, not only was I approved for the card but I was given a limit I was floored by. $2500!I have used the card intelligently, paying off my balance monthly, and I have improved my credit drastically with this card. The rewards are also significant and impressive. They are 1% for everything, 2% for groceries, and 3% for gasoline. I don't drive very often but the 3% return makes me a little easier about filling up the tank whenever I do. The best part about the rewards program is that if you have a checking account with Bank of America, you get a 10% bonus on the reward that you can deposit straight into your checking account!All in all, this card has been perfect. Great rewards, large limit, no hassle when having to pay it, and exceedingly easy to use.5/5 from me.",Bank of America Credit Cards,wallethub.com,female,7,3,467,1,1
467,Janie Taylor,2012-07-03,4,"I used Bank of America for years and then after a few bad experiences with customer service and outrage over fees, I switched banks. The grass was not greener at the local bank I tried. I did business with them for over a year and had a lot of technical issues with their online banking and ATMS, plus a lot of other irritations. I switched back to Bank of America, admittedly the Hello Kitty bankcard and checks were the final pull I needed. I have had nothing but good experiences with them since. The fees are a little higher, yes, but I know see the difference in quality. Whether it's online, over the phone, at the ATM or every once in a while the drive up teller, I get quality service.",Bank of America Checking,wallethub.com,female,7,3,468,1,1
468,Nadia Hickerson,2012-07-02,2,"I opened a Bank of America account about a year and a half ago. I only opened a checking account for the sole purpose of having my tenant (who also had a Bank of America account) be able to electronically pay his rent into my account through electronic transfers. Thus, the account was limited to electronic use only. I didn't realize that Bank of America was going to be so critical with fees. There were a couple of times where my tenant submitted a check instead of having the rent electrically transferred from his account to mine. I was very disappointed that on both counts I was charged a fee for the tenant not adding the money electronically. Instead of automatically being penalized, there should have been a warning. The reason I hadn't gotten a regular checking account in the first place was because I thought there were too many fees involved. Also, it was difficult to reach their customer service over the phone and took to long to wait for a person to come on the line.",Bank of America Checking,wallethub.com,female,7,2,469,1,0
469,Chelsea Monroe,2012-07-02,5,"I've been a customer of Bank of America for four years now. I use the mobile application too. I've never had any issues with this bank. The tellers are always friendly and smiling. The mobile application is VERY user friendly. It lets you check account balances, transfer between your accounts, locate ATMs and branches, and do many other basic features. The student accounts are great because they offer free services for 5 years whether you're a student during those 5 years or not. Overall, I'm very satisfied with Bank of America. I would recommend this bank to both students and anyone looking for a basic checking or savings account.",Bank of America Checking,wallethub.com,female,7,2,470,1,0
470,Dood Bro,2012-07-02,5,"I've had a Bank of America Checking Account for over six years and I have to say, I absolutely love banking here. The people at my local branch are extremely helpful and friendly, making everything super easy. When I have questions they always give me quick and correct answers that are best of all, easy to understand. The loan officers and general customer servicemen help with your each and every need.My no checking fee account makes this bank way better than other banks. My CD here has one of the best rates I've ever seen around. Some banks I have issues with because their pay system is glitchy, but I have never had any issues with B of A. I will be a proud Bank of America customer for years and years and recommend all my friends and family.",Bank of America Checking,wallethub.com,male,7,2,471,1,0
471,Anna Lopez,2012-07-02,4,"I’ve been using Bank of American for a few years now. Despite what I’ve heard on the news, I’ve had good experience using this bank. I have both a savings and checking accounting and I do most of my banking online. I must be having great luck at talking to decent customer service representatives because if I have any problems, they are willing to help me any way they can. I once had a purchase that charged twice and they fixed it right away. The most important part about having an account with any bank is to keep an eye on your money. It feels good to know that if I do find something wrong, it’ll be fixed right away.",Bank of America Checking,wallethub.com,female,7,2,472,1,0
472,jennifer darnell,2012-07-02,5,"I have recently been searching for a new online checking account since my previous bank when it came to online was less than what we wanted. So far, we've been very impressed with Bank of America. The application process was simple and online. They mailed all the necessary cards and even a single check, deposit slip and direct deposit form, along with the check card. I have been extremely impressed.Their ATM's are state of the art and money posts immediately to your account. I also like that in addition to the online features they also have a brick and mortar bank, even near to us in our very rural farm land!",Bank of America Checking,wallethub.com,female,7,2,473,1,0
473,Keri,2012-07-02,4,"I have a Bank of America checking and savings account as well as a Chase credit card. I have recently stopped using my BoA debit card online for security reasons. A few months ago I was visiting Pittsburgh with my boyfriend when I received a call that my Bank of America account had been temporarily put on hold and that I had to call for details. I called and was informed that there was an investigation being conducted and that my account was at risk for being hacked. The customer service agent took my new address to mail another card to and told me it would arrive before the end of the following week. Overall, the process was handled well, although I was put out because there is not one Bank of America branch within 25 miles of Pittsburgh. I got my new card several days later and everything has been fine since.",Bank of America Checking,wallethub.com,female,7,2,474,1,0
474,Ashley Fox,2012-07-02,5,"Bank of America was recommended to me by a co-worker when I mentioned that I was looking for a new bank. I was able to open both a checking and savings account online easily and also pay all of my bills and view the balances for utilities and student loans. I signed up for their “Keep the Change” program so that all of my debit card purchases are rounded up to the nearest dollar and the change is deposited into my savings account. I can even see my stock information on the website. I love that it’s all in one place, on one site. A week after I signed up, a Bank of America rep even called to make sure everything was going well and to see if I have any questions. What great customer service! I am very happy.",Bank of America Checking,wallethub.com,female,7,2,475,1,0
475,Kate Gerhardt,2012-07-02,2,"I have had a checking and savings account with Bank of America for about 4 years. I currently have the eChecking account, so I do not go into the bank anymore and am waived the monthly fee. The day to day service of Bank of America is convenient and hassle free. However, when you have a problem, that's when you'll find dealing with them annoying. I had an identity theft problem and the person had emptied my account and put me in a -$900 balance. I called the bank immediately and they gave me all the information on what I needed to to, however, it took them over a month to do their part. They never processed my papers and I would get weekly phone calls about my account being in foreclosure and would keep having to explain that it was NOT my fault, and that my papers weren't being processed. In summary, I spent a month with a frozen bank account and no money, which as a college student, isn't easy. They eventually reimbursed me. However, a week later, the identity thief applied for a credit card in my name at a Bank of America. They were about to approve it, and gave me a phone call to confirm some employment information with me....when I told them that I didn't apply for the credit card and that was an identity theft problem, they refused to give me the address that was written on the application for the credit card IN MY NAME. They withheld information that would have exposed the identity thief to me. Overall, I have been dissatisfied by the services of Bank of America, but only stay with them for the convenience they provide.",Bank of America Checking,wallethub.com,female,7,2,476,1,0
476,John Updegraff,2012-07-02,3,"I was with Bank of America before Wells Fargo came to my town a few years ago. I can tell you that they were great at times and awful in others. They were always very tech savvy and I could access many useful services for checking online and through apps on my iPhone. However, they did not value me as a customer and their customer service was poor. I felt like I always got the run around whenever I had a question for someone.I absolutely loved their checking features though. I would simply take pictures of my checks for deposit and this made banking so simple for me with such a busy schedule. They are not a very traditional company and there is no lost love to have my business somewhere else. I would not recommend them to others.",Bank of America Checking,wallethub.com,male,7,2,477,1,0
477,Maxwell,2012-07-02,5,"I opened a checking account with Bank of America when I started undergrad. The rates were the best available for a person in my position at that time (18, no credit history, etc.). I am now starting law school, and because I have been a loyal BoA customer, they have helped me secure my student loans. The ATMs are top-notch, the customer service unparalleled, and the conflict resolution is almost always perfect.",Bank of America Checking,wallethub.com,male,7,2,478,1,0
478,Greg Takeshima,2012-07-02,4,"I have a Bank of America savings account because before I decided on a college to attend I wanted to have access to a large bank with ATMs and branches across the nation. Bank of America was a big enough bank to fill that role. Unfortunately I did not need the country wide access to Bank of America because I ultimately stayed home for college. In any case Bank of America has good tellers that provide enough information to their customers. Their policies are much like any other bank so it's very much the same. The only problem is that here in Hawaii they aren't as many branches as the local banks (BOH, CPB, ASB, etc.). When I do travel to the mainland I do use their branches as needed though so that is a plus.",Bank of America Savings & CDs,wallethub.com,male,7,2,479,1,0
479,Karen Chen,2012-07-02,3,"I am currently a college student and I started out with a Bank of America account for college since they have an ATM/banking service available on site and on campus. As far as charges and the like go, I personally have my own debit card and the balance requirement is $0. However the monthly charge can be a bit of a killer for a college student. If you get an ebank account though I guess they waive the fee but I am not 100% sure about the details. The application process was typical and easy. I haven't really had to use customer service/call them yet so I can't give a complete rundown of what their customer service is like.",Bank of America Checking,wallethub.com,female,7,2,480,1,0
480,Marie Allen,2020-05-30,1,"Stay away from that bank. Poor customer service. No one has authority to do anything. All they want is to sell you products when all you want to do is either pay your bill or make a deposit. When they make a mistake, you can't get help to get it fixed. They give you a phone number and no one on the other end can help you.",Bank of America Checking,wallethub.com,female,5,30,481,1,5
481,Madeleine,2020-05-29,5,Very useful. Get rewards if I use it a lot. Gives me warnings when payments are due. Accepting at many places. Is my reliable card on which I depend.,Bank of America Credit Cards,wallethub.com,female,5,29,482,1,4
482,Hendrix,2020-05-28,5,Even though you have to a credit score of at least 700 I was able to get the card without my score being established yet compared to not getting a lower tiered card. This card has been my daily driver for purchasing most stuff or paying bills. Just doing what ever it takes to rack up the points.,Bank of America Credit Cards,wallethub.com,male,5,28,483,1,3
483,Chris,2020-05-28,1,"One star is still to high for BOA. They have financial ruined my family for the last 10 years with their lies, and deception. There is not enough space to write my dismay with them and there strangle hold of keeping my mortgage at 6.25% for over 10yrs. They made it completely impossible to seek a mortgage from anyone else because of how much they ruined our credit and will not refinance after after our remod 5yrs ago left us with same interest rate same term and 700 more a month to pay. I get pad byweekly and one check alone does not pay the mortgage. Leaving us on average 11/2 months behind to almost 2 months staying alive. Terrible mortgage company and practices",Bank of America Mortgages,wallethub.com,male,5,28,484,1,3
484,hojo686,2020-05-28,5,"VP Judith Johnson was on the customer floor making sure all the customers needs were met. While a teller was checking my account for errors, Ms. Johnson identified that I had the wrong type of checking account for my needs. She corrected the error and returned my checking account dues for 1 year. I thought that was amazing that she went out of her way for me. I saved over $300.",Bank of America Checking,wallethub.com,,5,28,485,1,3
485,awesissack,2020-05-26,1,They try to charge me $5 to replace my debit card that’s not working and my card keeps getting declined everywhere when I have the funds available in my account.,Bank of America Checking,wallethub.com,,5,26,486,1,1
486,Juan,2020-05-24,4,Life’s good at BOA... customer support is great! Helps me get the job done all the time! Very bright and knowledgeable staff. I never have any issues.,Bank of America Credit Cards,wallethub.com,male,5,24,487,1,6
487,Chedi Oots,2020-05-23,5,"My family and I are confident and comfortable with our banking relationship and experience with BoA. The BOA app is the best in class- we have experienced other banks, both small and big.",Bank of America Checking,wallethub.com,male,5,23,488,1,5
488,Ryan H,2020-05-23,1,The worst bank ever! Their customer service agents always the worst attitudes and their errors and policies will waste your time!,Bank of America Business Services,wallethub.com,male,5,23,489,1,5
489,Webster Langhorne,2020-05-22,5,Excellent.... I can use large sums of cash and repay at 0% over 18-24 months for a fix rate up-front cost of 3%. This is Excellent and practical for my purposes.,Bank of America Credit Cards,wallethub.com,male,5,22,490,1,4
490,Linda tatro,2014-10-29,4,"The AAA Member Rewards Credit Card has the smart chip technology that puts your mind at ease when using it at a store or online, with all the credit card fraud happening this is a great feature. It is always nice to earn rewards while using it also. All in all it is a decent card.",Bank of America Credit Cards,wallethub.com,female,10,29,491,1,2
491,Linda tatro,2014-10-29,4,"The BankAmericard Cash Rewards card provides everything that you could want with a credit card, and the $100 bonus makes it real enticing. But the thing I like best is they do not charge an annual fee that a lot of other cards charge. And the chip technology puts your mind at ease when making purchases either in a store or online.",Bank of America Credit Cards,wallethub.com,female,10,29,492,1,2
492,Robert Pipas,2014-10-28,5,"The Bank of America savings account has many benefits. I like the on-line access, the rewards that you get. At least monthly I go online and select from a wide range of retailers that if I buy something I get cash back. Sometimes it take a little while to get the funds redeposited but they always end up back in. I have been banking with BOA for about 15 years and they are great. The savings has a low balance requirement in order to get the account for free.",Bank of America Savings & CDs,wallethub.com,male,10,28,493,1,1
493,James Jong,2014-10-28,3,I have had this savings account for close to a year now. I like that there is no fee for this account and it is very convenient for me to transfer funds to it from my checking account. There is some interest but it is really minimal. You don't get this account for the interest really.,Bank of America Savings & CDs,wallethub.com,male,10,28,494,1,1
494,Jess,2014-10-28,4,I have had the BOA core checking account for about 5 years now. It's not too bad. I really dislike the 12 dollar maintenance fee if you do not have direct deposit or do not keep the high dollar amount in the account. I do love mobile banking. I do not think I have been inside a branch in years. They have been great about fraud protection. I would give 5 stars if the fee was so not high.,Bank of America Checking,wallethub.com,female,10,28,495,1,1
495,Liam M,2014-10-27,4,"I’ve had a checking account on Bank of America for a few years. I have not had many problems with them. There have been times where I was charge without consent and ended up over drafting. Their overdraft fees can get very expensive, and they keep charging more and more until you pay. I called and explained the situation I was in, and they were able to waive those late fees as I sorted out with the company that charged me without my permission.",Bank of America Checking,wallethub.com,male,10,27,496,1,0
496,James Jong,2014-10-27,3,"I was looking for a free checking account with some type of interest. The Bank of America checking account did fit the bill for me. The one thiing I'm not fond of is the high overdraft charges.However, there are Bank of America branches pretty much everywhere. The convenience of this is worth it to me. I have had my account for about 6 months now and do not have any major complaints. I also like the convenience of having a Bank of America app.",Bank of America Checking,wallethub.com,male,10,27,497,1,0
